Activity,Timestamp,Value
Clean Cycle Complete,7/20 8:54 am,-
Clean Cycle In Progress,7/20 8:52 am,-
Weight Recorded,7/20 8:45 am,18.1 lbs
Cat Detected,7/20 8:44 am,-
Clean Cycle Complete,7/20 6:49 am,-
Clean Cycle In Progress,7/20 6:47 am,-
Weight Recorded,7/20 6:40 am,10.7 lbs
Cat Detected,7/20 6:38 am,-
Clean Cycle Complete,7/19 1:45 pm,-
Clean Cycle In Progress,7/19 1:42 pm,-
Weight Recorded,7/19 1:35 pm,14.2 lbs
Clean Cycle Complete,7/19 1:30 pm,-
Clean Cycle In Progress,7/19 1:28 pm,-
Weight Recorded,7/19 1:21 pm,10.5 lbs
Cat Detected,7/19 1:20 pm,-
Clean Cycle Complete,7/19 11:06 am,-
Clean Cycle In Progress,7/19 11:03 am,-
Cat Detected,7/19 10:55 am,-
Clean Cycle Complete,7/19 9:51 am,-
Clean Cycle In Progress,7/19 9:49 am,-
Weight Recorded,7/19 9:42 am,10.5 lbs
Cat Detected,7/19 9:39 am,-
Clean Cycle Complete,7/18 4:36 pm,-
Clean Cycle In Progress,7/18 4:34 pm,-
Cat Detected,7/18 7:18 am,-
Clean Cycle Complete,7/17 9:18 pm,-
Clean Cycle In Progress,7/17 9:15 pm,-
Weight Recorded,7/17 9:08 pm,14.3 lbs
Cat Detected,7/17 9:07 pm,-
Clean Cycle Complete,7/17 2:23 pm,-
Clean Cycle In Progress,7/17 2:20 pm,-
Weight Recorded,7/17 2:13 pm,18.1 lbs
Cat Detected,7/17 2:12 pm,-
Clean Cycle Complete,7/16 2:47 pm,-
Clean Cycle In Progress,7/16 2:45 pm,-
Weight Recorded,7/16 2:38 pm,10.4 lbs
Cat Detected,7/16 2:37 pm,-
Clean Cycle Complete,7/16 2:13 pm,-
Clean Cycle In Progress,7/16 2:10 pm,-
Weight Recorded,7/16 2:03 pm,10.4 lbs
Cat Detected,7/16 2:02 pm,-
Clean Cycle Complete,7/16 10:41 am,-
Clean Cycle In Progress,7/16 10:39 am,-
Weight Recorded,7/16 10:32 am,14.1 lbs
Clean Cycle Complete,7/15 3:41 pm,-
Clean Cycle In Progress,7/15 3:39 pm,-
Weight Recorded,7/15 3:32 pm,14.3 lbs
Clean Cycle Complete,7/15 10:30 am,-
Clean Cycle In Progress,7/15 10:27 am,-
Cat Detected,7/15 10:20 am,-
Clean Cycle Complete,7/14 2:57 pm,-
Clean Cycle In Progress,7/14 2:55 pm,-
Weight Recorded,7/14 2:48 pm,10.6 lbs
Cat Detected,7/14 2:47 pm,-
Clean Cycle Complete,7/14 12:48 pm,-
Clean Cycle In Progress,7/14 12:46 pm,-
Weight Recorded,7/14 12:39 pm,10.6 lbs
Clean Cycle In Progress,7/14 10:51 am,-
Cat Detected,7/14 10:43 am,-
Clean Cycle Complete,7/14 6:58 am,-
Clean Cycle In Progress,7/14 6:55 am,-
Weight Recorded,7/14 6:48 am,18.0 lbs
Cat Detected,7/14 6:48 am,-
Clean Cycle Complete,7/14 3:54 am,-
Clean Cycle In Progress,7/14 3:52 am,-
Weight Recorded,7/14 3:45 am,14.4 lbs
Cat Detected,7/14 3:44 am,-
Clean Cycle Complete,7/13 7:15 am,-
Weight Recorded,7/13 7:06 am,10.6 lbs
Cat Detected,7/13 7:04 am,-
Clean Cycle Complete,7/13 3:53 am,-
Clean Cycle In Progress,7/13 3:51 am,-
Weight Recorded,7/13 3:44 am,14.3 lbs
Cat Detected,7/13 3:43 am,-
Clean Cycle Complete,7/12 10:56 pm,-
Clean Cycle In Progress,7/12 10:54 pm,-
Cat Detected,7/12 10:51 pm,-
Clean Cycle Complete,7/12 2:09 pm,-
Clean Cycle In Progress,7/12 2:07 pm,-
Weight Recorded,7/12 2:00 pm,10.5 lbs
Cat Detected,7/12 1:59 pm,-
Clean Cycle Complete,7/12 7:58 am,-
Clean Cycle In Progress,7/12 7:56 am,-
Weight Recorded,7/12 7:49 am,18.3 lbs
Cat Detected,7/12 7:48 am,-
Clean Cycle Complete,7/12 7:05 am,-
Clean Cycle In Progress,7/12 7:03 am,-
Weight Recorded,7/12 6:56 am,10.6 lbs
Cat Detected,7/12 6:55 am,-
Clean Cycle Complete,7/11 4:25 pm,-
Clean Cycle In Progress,7/11 4:23 pm,-
Weight Recorded,7/11 4:16 pm,10.6 lbs
Cat Detected,7/11 4:15 pm,-
Clean Cycle Complete,7/11 1:19 pm,-
Clean Cycle In Progress,7/11 1:17 pm,-
Weight Recorded,7/11 1:10 pm,14.1 lbs
Weight Recorded,7/11 1:05 pm,14.2 lbs
Cat Detected,7/11 1:04 pm,-
Clean Cycle Complete,7/11 11:41 am,-
Weight Recorded,7/11 11:29 am,18.1 lbs
Cat Detected,7/11 11:27 am,-
Clean Cycle Complete,7/11 8:22 am,-
Clean Cycle In Progress,7/11 8:20 am,-
Weight Recorded,7/11 8:13 am,10.5 lbs
Cat Detected,7/11 8:12 am,-
Clean Cycle Complete,7/11 7:58 am,-
Clean Cycle In Progress,7/11 7:56 am,-
Weight Recorded,7/11 7:49 am,17.7 lbs
Cat Detected,7/11 7:48 am,-
Clean Cycle Complete,7/10 10:31 pm,-
Clean Cycle In Progress,7/10 10:29 pm,-
Weight Recorded,7/10 10:22 pm,10.6 lbs
Cat Detected,7/10 10:20 pm,-
Clean Cycle Complete,7/10 11:31 am,-
Clean Cycle In Progress,7/10 11:29 am,-
Weight Recorded,7/10 11:22 am,10.5 lbs
Cat Detected,7/10 11:21 am,-
Clean Cycle Complete,7/10 11:08 am,-
Cycle Interrupted,7/10 11:06 am,-
Clean Cycle In Progress,7/10 11:05 am,-
Weight Recorded,7/10 10:58 am,18.0 lbs
Clean Cycle Complete,7/10 8:13 am,-
Clean Cycle In Progress,7/10 8:11 am,-
Clean Cycle Complete,7/10 2:25 am,-
Clean Cycle In Progress,7/10 2:23 am,-
Weight Recorded,7/10 2:16 am,18.1 lbs
Cat Detected,7/10 2:15 am,-
Clean Cycle Complete,7/10 12:39 am,-
Clean Cycle In Progress,7/10 12:36 am,-
Weight Recorded,7/10 12:29 am,14.3 lbs
Cat Detected,7/10 12:28 am,-
Clean Cycle Complete,7/9 6:50 pm,-
Clean Cycle In Progress,7/9 6:48 pm,-
Clean Cycle In Progress,7/9 1:37 pm,-
Cat Detected,7/9 1:26 pm,-
Clean Cycle Complete,7/9 10:27 am,-
Clean Cycle In Progress,7/9 10:25 am,-
Weight Recorded,7/9 10:18 am,18.0 lbs
Cat Detected,7/9 10:17 am,-
Clean Cycle Complete,7/9 3:37 am,-
Clean Cycle In Progress,7/9 3:35 am,-
Weight Recorded,7/9 3:27 am,18.3 lbs
Cat Detected,7/9 3:26 am,-
Clean Cycle Complete,7/8 11:31 pm,-
